,name,address,categories,review_count,rating,price,latitude_yelp,longitude_yelp,yelp_id,program_name,facility_address,facility_city,latitude,longitude,hours
0,Zula Eritrean Restaurant,,African,31.0,4.0,$$,33.97133,-118.35687,kYdv3pIE16mYiCvoVNi1dA,ZULA RESTAURANT,630 N LA BREA AVE # 106,INGLEWOOD,,,
1,,,,,,,,,,TORITILLERIA,4336 UNION PACIFIC AVE,LOS ANGELES,,,
2,,,,,,,,,,#741 LA TAQUERIA & LA TAQUERIA EXPRESS,1000 VIN SCULLY AVE,LOS ANGELES,,,
3,Big Lots,,"Department Stores, Discount Store",17.0,3.0,$,34.673298406902,-118.15112008801,C5vrBqW2AjO5P4qw_Q8r2g,BIG LOTS #4277,1070 W AVENUE K,LANCASTER,,,
4,Pronto Pizza,,Pizza,54.0,4.0,$,33.79089,-118.26423,6U24TBuOIgxn3dj0YDHjIg,PRONTO PIZZA,128 W PACIFIC COAST HWY # D,WILMINGTON,,,
5,CVS Pharmacy,,"Drugstores, Convenience Stores, Pharmacy",87.0,2.0,$$,34.06865,-118.344391,jFkeF8XbMp5pr1ua2R6Vkw,CVS #3825,303 S LA BREA AVE,LOS ANGELES,,,
6,Anatel Liquors,,"Beer, Wine & Spirits",10.0,3.5,$$$,33.955386,-118.1022193,V5joOeFSfebxjFqitoKDig,ANATEL LIQUOR,9414 TELEGRAPH RD,DOWNEY,,,
7,El Sabroso,,Grocery,14.0,5.0,$,34.04266,-118.17815,K8M3BCjcBapYhzVUSaDO6A,EL SABROSO,501 N BRANNICK AVE,LOS ANGELES,,,
8,Subway,,"Sandwiches, Fast Food",15.0,3.0,$,34.0397188,-118.4730576,w5m7vlXErcWzIDdw1wGBzA,SUBWAY #50299,3023 WILSHIRE BLVD,SANTA MONICA,,,
9,,,,,,,,,,RALPH'S #85 BAKERY,16123 BELLFLOWER BLVD,BELLFLOWER,,,
10,Veterans of Foreign Wars Ship 8310,,Bars,14.0,4.5,,34.1766738891602,-118.319702148438,T4KvOqCGrY4U9nw46ll4RQ,VFW SHIP 8310,1006 W MAGNOLIA BLVD,BURBANK,,,
11,,,,,,,,,,BANQUETE,725 CALIFORNIA AVE,SANTA MONICA,,,
12,Staples,,"Printing Services, Shipping Centers, Mobile Phone Repair",80.0,3.0,,34.264042121494,-118.50334236506,xFsx9sP-PF6aX7OZyfa18A,STAPLES,17020 CHATSWORTH ST,GRANADA HILLS,,,
13,,,,,,,,,,BROADWAY FOOD CORNER,315 W 5TH ST,LOS ANGELES,,,
14,Pizza Hut,,"Pizza, Italian, Chicken Wings",90.0,2.0,$,34.301892,-118.442789,Fmp8xm6_a8cmc9ZtcYVGFw,PIZZA HUT #026144,12737 GLENOAKS BLVD,SYLMAR,,,
15,,,,,,,,,,BOTON MARKET,501 N CENTRE ST,SAN PEDRO,,,
16,,,,,,,,,,ELISABETH MARKET,4201 S VERMONT AVE,LOS ANGELES,,,
17,Burger King,,"Fast Food, Burgers",85.0,1.5,$,34.16334,-118.4491,WwasgtLOGcJN39UG2-KWnA,BURGER KING #2056,5109 VAN NUYS BLVD,SHERMAN OAKS,,,
18,Royal Hills Pharmacy,,Drugstores,9.0,4.0,$,34.202739,-118.630149,6VPrBhYRbxR7v0yjrwSENA,ROYAL HILLS PHARMACY,7301 MEDICAL CENTER DR STE 106,WEST HILLS,,,
19,Starbucks,,Coffee & Tea,127.0,3.0,$,33.873279,-118.308787320557,XPva6DUY-NKaHtO8Xh3wew,STARBUCKS # 5645,1751 W ARTESIA BLVD,GARDENA,,,
20,Deli & Delites,,"Sandwiches, Bagels, Coffee & Tea",29.0,4.0,$,34.061201,-118.3547725,4AC8gedoc5I2uutkw_g5FQ,DELI & DELITES,5750 WILSHIRE BLVD STE 170,LOS ANGELES,,,
21,Earth Organic Juice Bar,,Juice Bars & Smoothies,82.0,4.5,$$,34.102858,-118.2875825,bP3JpSBEFrfcX8A_nLQ18g,EARTH ORGANIC JUICE BAR,1753 N HILLHURST AVE,LOS ANGELES,,,
22,Saving Land Produce,,Grocery,2.0,2.5,,34.6895649,-118.156155,mmqJLOANc22Y6y2LJLx2pQ,SAVING LAND PRODUCE,1343 W AVENUE J,LANCASTER,,,
23,Rhee's Liquor,,"Beer, Wine & Spirits",2.0,1.0,$,33.90161,-118.30798,SuS8KFj3cnmOpTW67NBIVQ,RHEE'S LIQUOR MARKET,1732 W ROSECRANS AVE,GARDENA,,,
24,,,,,,,,,,THE FLAVORS OF THE WORLD,22330 SHERMAN WAY,CANOGA PARK,,,
25,Mariposa Bakery,,Bakeries,80.0,2.5,$$,34.070124,-118.035593,mEucacvhCX2TRt7fS9NDrg,MARIPOSA BAKERY & CAFE,3358 TYLER AVE,EL MONTE,,,
26,Daiso Japan,,"Discount Store, Cosmetics & Beauty Supply, Cards & Stationery",243.0,4.5,$,33.8721049,-118.2979261,UjK5JgKFKCttTHAjD_GlBQ,DAISO JAPAN,1360 W ARTESIA BLVD,GARDENA,,,
27,Sonoratown,,Mexican,1223.0,4.5,$,34.041648,-118.252245,Ti2Ksp2oPj6rpdp2tQcaVA,SONORATOWN,208 E 8TH ST,LOS ANGELES,,,
28,Ross Dress for Less,,"Department Stores, Women's Clothing, Home Decor",74.0,3.0,$,34.271153,-118.501172,K-SfCx6PxJ3tUmApK0S4tg,ROSS DRESS FOR LESS #382,16930 S F MISSION BLVD,GRANADA HILLS,,,
29,Rio Grande Market,,Grocery,2.0,4.0,,33.95706,-118.23761,sWOmF0IeE3cCJqI6atko4A,RIO GRANDE MARKET,8741 S FIR AVE,LOS ANGELES,,,
30,Jacks Liquor,,"Beer, Wine & Spirits, Convenience Stores",3.0,2.5,$$$,33.9306869506836,-118.359329223633,6vgVBw1hX7cSWYcv9hvyng,JACKS LIQUOR MARKET,4700 W IMPERIAL HWY,INGLEWOOD,,,
31,,,,,,,,,,NORWALK SOCIAL SERVICES,11929 ALONDRA BLVD,NORWALK,,,
32,Domino's Pizza,,"Pizza, Chicken Wings, Sandwiches",77.0,2.0,$,34.1358751,-117.866165,A3Ull0D4Q01RmiO1bILBQQ,DOMINO'S PIZZA,110 W FOOTHILL BLVD,GLENDORA,,,
