,name,address,categories,review_count,rating,price,latitude,longitude,yelp_id,name_input,address_input,city_input,hours
0,The Cow's End Cafe,,"Coffee & Tea, Breakfast & Brunch, Juice Bars & Smoothies",680.0,4.0,$,33.9794481,33.9794481,j3nckffddCE3CBBI5J1QHw,THE COW'S END,34 WASHINGTON BLVD,VENICE,
1,Taqueria Juanito's No 1,,Mexican,129.0,4.0,$,34.1867813,34.1867813,OXitOZnCYa7lMfa1ePhkBw,TAQUERIA JUANITOS,16851 VICTORY BLVD STE 2,VAN NUYS,
2,Jim's Burgers,,Burgers,158.0,4.0,$,33.977306,33.977306,NKnhXJm4NOCyNJP_2ztzkg,JIM'S BURGERS,4660 E GAGE AVE,BELL,
3,,,,,,,,,,VICTORIOS PIZZA,10901 VICTORY BLVD,NORTH HOLLYWOOD,
4,The Fox and Hounds,,"Pubs, British",577.0,4.0,$$,34.1409072875977,34.1409072875977,Ckyolp65dJKa3uVulanG0A,FOX AND HOUNDS,11100 VENTURA BLVD,STUDIO CITY,
5,Buffalo Wild Wings,,"Chicken Wings, Sports Bars, American (Traditional)",999.0,2.0,$$,33.9956722232613,33.9956722232613,YyLJZzCfsvEHBmL515QzlQ,BUFFALO WILD WINGS GRILL&BAR,1576 S AZUSA AVE,ROWLAND HEIGHTS,
6,Sipan Meat Market,,Meat Shops,27.0,4.5,$,34.1428597,34.1428597,KBPuMpJk9XSyg6Pd9R_-KQ,SIPAN MEAT MARKET,1359 E COLORADO ST,GLENDALE,
7,,,,,,,,,,ANGEL AND NATURE FOOD,19151 E COLIMA RD,ROWLAND HEIGHTS,
8,,,,,,,,,,KIKKA,405 PACIFIC COAST HWY,REDONDO BEACH,
9,El Gaucho Meat Market,,"Grocery, Latin American, Argentine",329.0,4.0,$,33.8880286811596,33.8880286811596,bxqgzwoSUSfIfjaeSkEBOg,EL GAUCHO MARKET & DELI,2715 MANHATTAN BEACH BLVD,REDONDO BEACH,
10,Stater Bros. Markets,,"Grocery, Delis, Butcher",38.0,2.5,$$,34.5594587,34.5594587,FluprfFpJ_6btsnqBJ_HrA,STATER BROS MARKET #130,2535 E AVENUE S,PALMDALE,
11,,,,,,,,,JVno-Jlj1rpt9WG6lNLQFw,DOLLAR TREE #2883,156 E BONITA AVE STE #C3,SAN DIMAS,
12,Agoura Hills Hand Car Wash,,Car Wash,207.0,3.5,,34.148131,34.148131,qJvCoTj1UvCB2Ivxh_ZDIQ,AGOURA HILLS CAR WASH,30245 CANWOOD ST,AGOURA HILLS,
13,Dr Robbin,,"Italian, Pizza, Gelato",291.0,4.0,$$,34.06344,34.06344,wDa4b1su6z-FbX1KgkI5Aw,DR ROBBIN BISTRO 2ND FLOOR,3000 W 6TH ST STE 100,LOS ANGELES,
14,Cabo Taco Baja Grill,,"Mexican, Bars",454.0,4.0,$$,33.8973438041259,33.8973438041259,DI6GuW-27B8Yzkpo1siaKg,CABO TACO BAJA GRILL,15294 E ROSECRANS AVE,LA MIRADA,
15,Taco Bell,,"Mexican, Fast Food",86.0,2.0,$,34.187936,34.187936,wrTNNIWyABd7CeUNKuC54w,TACO BELL #71,1115 N SAN FERNANDO BLVD,BURBANK,
16,Carniceria Yahualica,,Meat Shops,26.0,5.0,$,34.194203,34.194203,QQ97bZha8DpRPvSRGpR6ug,CARNICERIA YAHUALICA,20935 VANOWEN ST,CANOGA PARK,
17,Stories Books and Cafe,,"Bookstores, Coffee & Tea",416.0,4.0,$$,34.077356,34.077356,PqKxehCDLo7rrbBBz7zKBQ,STORIES,1716 W SUNSET BLVD,LOS ANGELES,
18,Ajisen Ramen,,Ramen,646.0,3.5,$$,34.08003,34.08003,UQVTb-df_BYHGtASix0AeQ,AJISEN RAMEN,227 W VALLEY BLVD STE 108A,SAN GABRIEL,
19,,,,,,,,,,TOROS MEAT MARKET,4823 GAGE AVE,BELL,
20,Lucky Deli,,"Delis, Chinese",192.0,3.5,$,34.0605051,34.0605051,f0d9MAI1Lx3LUDAXwD9huA,LUCKY DELI,706 N BROADWAY WAY,LOS ANGELES,
21,Baith Al Halal,,"Grocery, Meat Shops, Delis",10.0,4.0,$$,34.26518,34.26518,tMy6S2sbsYLERY_Vdwdk5g,BAITH AL HALAL,17515 CHATSWORTH ST,GRANADA HILLS,
22,Amapola Deli & Market,,"Grocery, Delis, Mexican",159.0,3.5,$,34.0705709903518,34.0705709903518,t2lsKKUum8GN5A49kk1JFQ,AMAPOLA /BAKERY & TORTILLERIA,130 PLAZA DR,WEST COVINA,
23,Oyster House Restaurant & Saloon,,Seafood,354.0,3.5,$$,34.1501947545537,34.1501947545537,7vM6QO3SfVwCD03lnMYxaA,OYSTER HOUSE SALOON,12446 MOORPARK ST,STUDIO CITY,
24,,,,,,,,,,PHILIPS SWELL SERVICE,5600 WOODMAN AVE,VAN NUYS,
25,,,,,,,,,,INTERNATIONAL HOUSE OF PAN C,21103 DEVONSHIRE ST,CHATSWORTH,
26,,,,,,,,,,CENTRAL LIQUOR,7727 S CENTRAL AVE,LOS ANGELES,
27,AMC Dine-In Marina 6,,Cinema,1008.0,3.5,,33.986872,33.986872,Tkd-yb6iyEolYmwa0MAxYg,AMC MARINA 6,13455 MAXELLA AVE # 280,MARINA DEL REY,
28,Rite Aid,,"Drugstores, Convenience Stores",95.0,2.0,$,34.1008401,34.1008401,uMGgPF52i5oDArrztS0clg,RITE AID #05435,1637 N VERMONT AVE,LOS ANGELES,
29,Bionicos y Taqueria El Cabrito,,Mexican,28.0,4.0,$,33.8318649,33.8318649,pj8oLB6dK2HRPEvjCiH9vQ,BIONICOS Y TAQUERIA EL CABRITO,2619 E CARSON ST,CARSON,
30,,,,,,,,,,LEVY REST FOOD PREP KITCHEN,1000 VIN SCULLY AVE,LOS ANGELES,
31,Georgia's Original Bun'n Burger,,"Burgers, Breakfast & Brunch",342.0,4.0,$,34.0788293071841,34.0788293071841,lR2x_WgZ8aPMW6zBFwVP9Q,GEORGIA'S BUN W BURGER,180 E ROWLAND ST,COVINA,
32,ArcLight Cinemas,,Cinema,683.0,3.5,,33.903781,33.903781,nDbO3UdkETpX6o9S8Lj79A,ARCLIGHT CINEMAS-CONCESSIONS,831 S NASH ST,EL SEGUNDO,
33,Taste Chicago,,"Pizza, American (Traditional)",579.0,3.5,$$,34.16107,34.16107,hUqbu9LEN4HZymzclF5G8A,TASTE CHICAGO,603 N HOLLYWOOD WAY,BURBANK,
34,Starbucks,,Coffee & Tea,109.0,2.5,$,33.9776814823663,33.9776814823663,KdK76V3112QZ38jNiBaU_A,STARBUCKS COFFEE #5491,5301 W CENTINELA AVE,LOS ANGELES,
35,Santa Clarita Valley Food Pantry,,Food Banks,6.0,3.5,,34.3764953613281,34.3764953613281,dj0re7nnFP3ygLc4eR5btA,SCV FOOD PANTRY,24133 RAILROAD AVE,NEWHALL,
36,The Original Brooklyn Water Bagels,,"Bagels, Breakfast & Brunch, Sandwiches",610.0,3.5,$,33.95782,33.95782,b5I7ufw886a80M7M2VgtyA,BROOKLYN WATER BAGEL,8732 SEPULVEDA BLVD,LOS ANGELES,
37,7-Eleven,,"Convenience Stores, Coffee & Tea",16.0,3.0,$,34.0294379380218,34.0294379380218,Et2PHC9NPtGEBQfZDWjmww,7-ELEVEN #13993 E,530 N DIAMOND BAR BLVD #,DIAMOND BAR,
38,Panda Express,,"Chinese, Fast Food",89.0,2.5,$,34.1282440146497,34.1282440146497,l1DOc6n7V42OgnZvSxSwyQ,PANDA EXPRESS,856 E ALOSTA AVE,AZUSA,
39,Loteria Grill,,Mexican,953.0,3.5,$$,34.10187,34.10187,zXnXOLVRPp68kpMJ3J5Ijg,LOTERIA GRILL HOLLYWOOD,6627 HOLLYWOOD BLVD,LOS ANGELES,
40,AR Oil,,Gas Stations,6.0,1.5,,34.15014,34.15014,wyYPoL7nUGDvX_z-y8zKcA,AR OIL,4388 TUJUNGA AVE,STUDIO CITY,
41,,,,,,,,,,8XPRESS CHICKEN,2748 W 8TH ST #104 -107,LOS ANGELES,
42,Moku Sushi,,"Japanese, Thai, Sushi Bars",163.0,4.0,$$,34.045058709157,34.045058709157,EYX7aCm_xnOyc4jlXI3Jmg,MOKU SUSHI,524 PALISADES DR,PACIFIC PALISADES,
43,Sonny's Bistro,,"Bars, Sandwiches, American (Traditional)",89.0,4.0,$$,33.7217911,33.7217911,6fbPEsv4D33q--d3Hjh_5A,SONNY'S BISTRO,1420 W 25TH ST,SAN PEDRO,
44,Forman's Whiskey Tavern,,"American (New), Whiskey Bars, Cocktail Bars",374.0,4.0,$$,34.1523349,34.1523349,C8YSg4ZKHIGfFEinBHZjNA,FORMAN'S,10149 RIVERSIDE DR,TOLUCA LAKE,
45,Panda Express,,"Fast Food, Chinese",35.0,3.0,$,34.04997534252,34.04997534252,5Mhsx_NFfcNhoSsjIHid6Q,PANDA EXPRESS #587,3801 W TEMPLE AVE # #97,POMONA,
46,,,,,,,,,,THAI SPECIALTY 2,1675 AZUSA AVE,HACIENDA HEIGHTS,
47,,,,,,,,,,ALMOR WINE & SPIRITS,7855 W SUNSET BLVD,LOS ANGELES,
48,,,,,,,,,,AMERICAN GAS CO,24062 LYONS AVE,NEWHALL,
49,,,,,,,,,,DONUT WORLD FRESH COFFEE BEA,3130 S NORMANDIE AVE,LOS ANGELES,
50,Barney's Beanery,,"Breakfast & Brunch, Gastropubs, Sandwiches",590.0,3.0,$$,34.061716,34.061716,t0Jua5Oo9247QorSQ1WzPw,BARNEY'S BEANERY - BAR,1037 BROXTON AVE,LOS ANGELES,
51,McDonald's,,"Burgers, Fast Food, Coffee & Tea",9.0,2.0,$,34.2245999,34.2245999,HwA0Io9MkuQCtrZturs97w,MCDONALD'S #6671,14550 CHASE ST,PANORAMA CITY,
52,Pavilions,,Grocery,81.0,2.5,$$,34.1893307,34.1893307,N5tBZRLY1pDqrYgl5K21Bw,PAVILIONS BAKERY,6534 PLATT AVE,WEST HILLS,
53,Carnitas Michoacan,,Mexican,16.0,3.0,$,34.3103067,34.3103067,onGsO3NRlhNmezt2XaPJTQ,CARNITAS MICHOACANAS,13189 GLADSTONE AVE,SYLMAR,
54,El Sombrero,,Mexican,3.0,3.5,,34.0316620877265,34.0316620877265,yYQOBuqTEewU51gRcq6mYA,EL SOMBRERO RESTAURANT,1825 S MAIN ST,LOS ANGELES,
55,The Larder at Burton Way,,"American (New), Coffee & Tea, Breakfast & Brunch",268.0,4.0,$$,34.071147,34.071147,5nl5XirLVYDK5bOBYvo-Kg,THE LARDER AT BURTON WAY,8500 W BURTON WAY 200,LOS ANGELES,
56,Manila Sunrise,,Filipino,77.0,3.5,$,33.82971,33.82971,kxUll4JOaYFwVM2PvNrTrA,MANILA SUNRISE,21828 S MAIN ST,CARSON,
57,Los Molcajetes,,"Salvadoran, Breakfast & Brunch",357.0,4.0,$,34.032975,34.032975,hsORpKt4VDWVzL0H8LeDmg,LOS MOLCAJETES #2,5116 E BEVERLY BLVD,LOS ANGELES,
58,Subway,,Sandwiches,34.0,2.0,$,34.0560828,34.0560828,Myo_kzM1MJXB04ycimRyeQ,SUBWAY,800 N ALAMEDA ST,LOS ANGELES,
59,,,,,,,,,,MORSY SONS FARM,2050 E FLORENCE AVE,LOS ANGELES,
60,,,,,,,,,,YOUNG'S MARKET,1114 N ST ANDREWS PL,LOS ANGELES,
61,,,,,,,,,,PACIFICPALMS RED RESTAURANT,1 INDUSTRY HILLS PKWY,CITY OF INDUSTRY,
62,Main Event-La Coliseum,,Sporting Goods,2.0,3.0,$$$,34.01367,34.01367,CnNEDnnSbSJ3XCk_JgmCjg,LA COLISEUM UC25,3911 S FIGUEROA ST,LOS ANGELES,
63,Panda Express,,"Chinese, Fast Food",92.0,2.5,$,33.944346,33.944346,gjeZ1ZP9FpM16vQdA7oMsQ,PANDA EXPRESS #2018,15528 WHITTIER BLVD # #B,WHITTIER,
64,,,,,,,,,,JOE'S MINI MARKET,5200 YORK BLVD,LOS ANGELES,
65,Starbucks,,Coffee & Tea,137.0,3.0,$$,34.048757,34.048757,40WrN2hfvAIt1zq2drV3hg,STARBUCKS-STORE #11233,523 W 6TH ST,LOS ANGELES,
66,Mercado Benito Juarez,,"Butcher, Grocery, Bakeries",12.0,2.0,$,34.0575943,34.0575943,LOEooR41IW5zzNvTJG9Q5A,MERCADO BENITO JUAREZ,3260 W 8TH ST,LOS ANGELES,
67,,,,,,,,,,INTERNATIONAL HOUSE OF PANCA,903 W ARROW HWY,SAN DIMAS,
68,Mr Chow,,Chinese,148.0,3.0,$$$$,34.035767,34.035767,ZMvzy67n41WCX5JB2nPtIw,MR CHOW OF MALIBU,3835 CROSS CREEK RD # #18A,MALIBU,
69,,,,,,,,,,MEALTIME MARKET,11201 FIGUEROA ST,LOS ANGELES,
70,,,,,,,,,,HEALTHY SHAPE,14512 NORDHOFF ST,PANORAMA CITY,
71,Lacha Somtum,,Thai,270.0,4.0,$$,34.1018749,34.1018749,pNrXSxVM2bGnUoEw_7ORhQ,LACHA SOMTUM,5169 HOLLYWOOD BLVD,LOS ANGELES,
72,Kozy Korner Thai Cuisine,,Thai,722.0,4.0,$$,34.1482,34.1482,jaFxiciXrcLKRXmrXykeAw,"KOZY, KORNER",213 W WILSON AVE,GLENDALE,
73,The Paan,,"Korean, Barbeque",316.0,4.5,$$,34.0634183,34.0634183,sKBvXPG5tf9HM3_d4fipUw,THE PAAN,3732 W 6TH ST,LOS ANGELES,
74,Ibarra Bakery,,Bakeries,14.0,4.5,$,33.964583,33.964583,Z1hmsqlhZjokSkoSrk0FlQ,IBARRA'S BAKERY,8215 1/2 S BROADWAY AVE,LOS ANGELES,
75,El Navegante Restaurant,,Mexican,6.0,4.0,$,33.98689,33.98689,ZwWJ5jP_4cMdMno5j-eKCQ,EL NAVEGANTE,5900 S CENTRAL AVE,LOS ANGELES,
76,St Francis Center,,Food Banks,10.0,5.0,,34.0339813232422,34.0339813232422,Rhde5hOsfrpj2zTe_l2ORg,SAINT FRANCIS CENTER,1835 S HOPE ST,LOS ANGELES,
77,Manhattan Meats,,Meat Shops,107.0,4.5,$$,33.884184,33.884184,iAkGoL8LzgKov2LzaPErpw,MANHATTAN MEATS,1111 MANHATTAN AVE,MANHATTAN BEACH,
78,,,,,,,,,,GODIVA CHOCOLATIER #559,3525 W CARSON ST # 165,TORRANCE,
79,Sabzee Market,,Fruits & Veggies,1.0,5.0,,34.161560132499616,34.161560132499616,Z_Z2Vg0JmiK6lzATSDMLfA,SABZEE MARKET - MEAT DEPT.,17461 VENTURA BLVD,ENCINO,
80,Lamonica's NY Pizza,,"Pizza, Chicken Wings",1056.0,4.0,$,34.0609817504883,34.0609817504883,zcZWzI0sE51fOV6Ao-c_TA,LAMONICA'S N.Y. PIZZA,1066 GAYLEY AVE,LOS ANGELES,
81,Ana's Kitchen,,Mexican,112.0,4.0,$,34.137227,34.137227,H3gvPk4En85iPdN4VfzMqQ,ANA KITCHEN,730 S CENTRAL AVE STE 101,GLENDALE,
82,Best Fish Taco In Ensenada,,Mexican,2199.0,4.0,$,34.1010002,34.1010002,K3msdd0tuGwuE2fm_W94MQ,BEST FISH TACO IN ENSENADA,1650 N HILLHURST AVE,LOS ANGELES,
83,Pupuseria las champas,,Salvadoran,9.0,3.0,,33.993167,33.993167,V4kfrc0WnVOKZplfuzCABw,LAS CHAMPAS #16,5400 AVALON BLVD,LOS ANGELES,
84,Miyako Hybrid Hotel,,"Hotels, Venues & Event Spaces",241.0,4.5,$$,33.83488,33.83488,WvtH0JzpTOAx7INNV_6Dmg,MIYAKO HYBRID HOTEL TORRANCE,21381 S WESTERN AVE,TORRANCE,
85,Paris Baguette,,"Bakeries, Coffee & Tea, Patisserie/Cake Shop",398.0,4.0,$,34.0738166208763,34.0738166208763,KwgwcP8GTyOwphwifasV-w,PARIS BAGUETTE,125 N WESTERN AVE # #101,LOS ANGELES,
86,El Senor Taco,,Mexican,63.0,3.5,$,33.97499,33.97499,RVJ7CtzHbSIXySMJ7uJw9w,EL SENOR TACO,1517 E FLORENCE AVE,LOS ANGELES,
87,Library Bar,,"Lounges, Cocktail Bars, Burgers",467.0,4.0,$$$,34.1011799590225,34.1011799590225,3tSmSqamooLE_5c-8AaVVg,LIBRARY BAR,7000 HOLLYWOOD BLVD,LOS ANGELES,
88,Häagen-Dazs,,"Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Custom Cakes",23.0,4.0,$$,34.18343,34.18343,gWMH4CkLwV-eTK8MJ2zL7Q,HAAGEN-DAZS,201 E MAGNOLIA BLVD STE #339,BURBANK,
89,Town and Gown Ballroom at USC,,Venues & Event Spaces,9.0,4.5,,34.0184549,34.0184549,oQYESV60fdPv-YXdF-Jm1w,USC TOWN & GOWN,665 W EXPOSITION BLVD,LOS ANGELES,
90,Starbucks,,Coffee & Tea,78.0,3.5,$,34.412756,34.412756,y9Ul8oypvUfm142fDkrZ2Q,STARBUCKS COFFEE #6810,24286 VALENCIA BLVD,VALENCIA,
91,Luna Supper Club,,"Dance Clubs, Latin American, Mexican",98.0,2.5,$$,34.0467803,34.0467803,8h1AzaLrLdLtFPqFb-V_kA,LUNA RESTAURANT & LOUNGE,3220 W TEMPLE AVE,POMONA,
92,Douglas Burgers,,Burgers,65.0,3.5,$,33.8833274841309,33.8833274841309,sXMp2HqWRkL-hv2aVs8ddw,DOUBLAS BURGERS,16306 PIONEER BLVD,NORWALK,
93,,,,,,,,,,ESPINOZA MEAT MARKET,12733 E WARDMAN ST,WHITTIER,
