,name,address,review_count,rating,price,categories,latitude_yelp,longitude_yelp,yelp_id,hours,program_name,facility_address,facility_city
19,,,,,,,,,,,LEVEL II CONCEPSSION,6360 W SUNSET BLVD,LOS ANGELES
20,Vons,,233,2,$$,"Grocery, Pharmacy",34.12942847,-118.2586403,58GfA_dOfTjS5YWZTz1MTw,,VONS STARBUCKS #2254,311 W LOS FELIZ RD,GLENDALE
21,El Pavo Bakeries,,9,3,$,"Bakeries, Mexican",34.018412,-118.206563,oEVmPscSMFC57G5Ro1PRQg,,EL PAVO BAKERY,3350 E OLYMPIC BLVD,LOS ANGELES
22,Teriyaki Madness,,53,3,$,"Asian Fusion, Japanese",34.11475935,-117.8292781,F4Uj6E8q_UFlmLHy1navsA,,TERIYAKI MADNESS,1331 S LONE HILL AVE # 110,GLENDORA
23,Tommie's Castaic Cafe,,154,4.5,$,"American (New), Breakfast & Brunch",34.49174,-118.6181,JMuTxeWqGqgopIBLrvZFlQ,,TOMMIES CASTAIC CAFE,31526 CASTAIC RD,CASTAIC
24,Super Tacos Culiacan,,32,3.5,$$,Mexican,33.90405655,-118.151062,oP_QsSvVC1qKqtwi518etw,,SUPER TACOS CULIACAN,8505 ROSECRANS AVE STE B2,PARAMOUNT
25,Jr's Neighborhood Market,,2,5,$,Convenience Stores,33.969871,-118.155433,obFq78PqXMwMnqsciWY5Gg,,JABONERIA MARKET,6800 JABONERIA RD,BELL GARDENS
26,,,,,,,,,,,GINA'S MARKET,2815 S WESTERN AVE,LOS ANGELES
27,,,,,,,,,,,ARCO MINI MART,11243 SAN FERNANDO RD,SAN FERNANDO
28,Miami Ice Snow Creamery,,51,4.5,$,"Shaved Ice, Ice Cream & Frozen Yogurt",34.15693,-118.48411,288IP2xxZz0aUiH0BmrCKw,,MIAMI ICE,16101 VENTURA BLVD,ENCINO
29,Movita Juice Bar,,7,3.5,$$,Juice Bars & Smoothies,33.9391,-118.04935,B8Ri1DxkO4l2zhdab5pWYA,,MOVITA JUICE  BAR,13332 TELEGRAPH RD,SANTA FE SPRINGS
30,Boba Loca,,193,3.5,$,"Coffee & Tea, Juice Bars & Smoothies",33.82151,-118.32885,_SFfv3-KBLCH6n5-kQRfiA,,BOBA LOCA TORRANCE 1,22501 CRENSHAW BLVD STE 200,TORRANCE
31,Andante Coffee Roasters,,104,4.5,$,Coffee Roasteries,34.04517,-118.25804,-0mw98zl4_wKPdIoEsa-CQ,,"ANDANTE COFFEE ROASTERS, INC",816 S GRAND AVE,LOS ANGELES
32,CVS Pharmacy,,50,2.5,$$,"Drugstores, Pharmacy, Convenience Stores",33.832734,-118.124811,kpdnQ-waHE6Pn2SzbWZkcg,,CVS PHARMACY,5505 CARSON ST,LAKEWOOD
33,,,,,,,,,,,STARBUCKS,1832 DURFEE AVE,SOUTH EL MONTE
34,Big Lots,,39,3,$$,"Department Stores, Discount Store",33.85279435,-118.1432025,ubE3S3TmRk7ZdV1d87KOcg,,BIG LOTS #1910,5227 N LAKEWOOD BLVD,LAKEWOOD
35,Save A Lot,,1,2,,Grocery,33.95988083,-118.2545929,aguwFY-BaSw7RopJ_-bwdA,,SAVE A LOT #775,8601 HOOPER AVE,LOS ANGELES
36,Chipotle Mexican Grill,,90,2,$,"Mexican, Fast Food",33.92222904,-118.1315477,LQVlPMGXX07YrsgxyOhx3Q,,CHIPOTLE MEXICAN GRILL #2446,8890 APOLLO WAY # A,DOWNEY
37,Boba Loca,,88,3,$,Juice Bars & Smoothies,33.9782387,-118.1871655,ce8bMSZLFTZLlELhEFOo7Q,,BOBA LOCA,6391 ATLANTIC AVE,BELL
38,Sago Boba Shop,,160,4.5,$,"Bubble Tea, Juice Bars & Smoothies",34.20307278,-118.6055173,wjh5TKavgtpaygdXs2XPlA,,SAGO SMOOTHIE & BOBA SHOP,7300 TOPANGA CANYON BLVD # 4,CANOGA PARK
39,Burrito Factory,,158,3,$,Mexican,34.4227599,-118.53948,ndzXYJ80Y76lRqpp18sLPA,,BURRITO FACTORY,23029 SOLEDAD CANYON RD,SANTA CLARITA
40,Potato Corner,,141,3,$,"Specialty Food, Fast Food, Chicken Wings",34.238621,-118.55542,pkFu0DZ_mw0NQE2Z0E_AGA,,POTATO CORNER,9301 TAMPA AVE #20,NORTHRIDGE
41,Du Vin Wine & Spirits,,62,4.5,$$,"Beer, Wine & Spirits",34.081101,-118.382634,91AWen7dI8r0RvpMZvUNcw,,DU VIN WINE AND SPIRITS,540 N SAN VICENTE BLVD,WEST HOLLYWOOD
42,Jin Jiang Restaurant,,333,3.5,$$,Chinese,34.04829647,-118.4433309,sMT1k-OCLEmhvXiZDWx1lQ,,JIN JIANG CHINESE RESTAURANT,11057 SANTA MONICA BLVD,LOS ANGELES
43,,,,,,,,,,,GROWING HEALTHY,1022 E CHEVY CHASE DR STE E,GLENDALE
44,,,,,,,,,,,CPK,100 WORLD WAY # 126,LOS ANGELES
45,C & C Donuts,,31,4.5,$,Donuts,33.83212662,-118.2927322,zXDxxKUUn5zXwCnf1rlQUg,,C&C DONUTS,1001 W CARSON ST STE #C,TORRANCE
46,,,,,,,,,,,JR RESTAURANT & BAR,13668 VAN NUYS BLVD,PACOIMA
47,The Pizza Press,,432,4.5,$$,"Pizza, Salad",34.090256,-118.344709,b70vpwtxvVyEMJ1SInceug,,PIZZA PRESS,7100 SANTA MONICA BLVD # 151,WEST HOLLYWOOD
48,North End Pizzeria,,191,4,$$,Pizza,34.1727103,-118.3318892,G39U3-VpDqujFyaU-fzi5w,,NORTH END PIZZERIA OF MAGNOLIA,2206 W MAGNOLIA BLVD,BURBANK
49,Smart & Final Extra!,,26,3,$$,Grocery,34.298577,-118.439469,wBKo2cQ44k99bktJqH0GOA,,SMART & FINAL MARKET,2060 GLENOAKS BLVD,SAN FERNANDO
50,Arby's,,39,3.5,$,"Fast Food, Sandwiches",34.604701,-118.148404,bFmJchy9yyS7WmGJUDelYg,,ARBY'S RESTAURANT # 6993,1037 W RANCHO VISTA BLVD,PALMDALE
51,,,,,,,,,,,EL MERCADITO CHALATECO,6801 LANKERSHIM BLVD,NORTH HOLLYWOOD
52,Costco Optical,,16,2.5,,Eyewear & Opticians,34.18568,-118.324043,ErXlJe7VfVXvpLZRewW8nw,,COSTCO #677,1051 W BURBANK BLVD,BURBANK
53,Baskin-Robbins,,30,2,$,"Ice Cream & Frozen Yogurt, Desserts, Custom Cakes",33.90992737,-118.3261642,0hDPhwwxMLN2-TkXrVVygA,,BASKIN ROBBINS 31 ICE CREAM,13424 CRENSHAW BLVD,GARDENA
54,It's Boba Time,,189,4,$,"Coffee & Tea, Shaved Ice, Juice Bars & Smoothies",34.0978123,-118.3359383,l-NrEOJODP3j533NbzDX7g,,IT'S BOBA TIME,6660 W SUNSET BLVD STE Q,LOS ANGELES
55,The Coffee Bean & Tea Leaf,,102,4,$$,Coffee & Tea,34.157188,-118.484118,r1gZsTtsuzTpur1be435uA,,THE COFFEE BEAN & TEA LEAF,16101 VENTURA BLVD STE 180,ENCINO
56,Arcadia Mobil Service Center,,49,2.5,,"Auto Repair, Smog Check Stations",34.12648,-118.05423,iDhzybiWsL3XCXOpLeVzKA,,ARCADIA MOBIL SERVICE CENTER,679 W DUARTE RD,ARCADIA
57,,,,,,,,,,,SONIA'S MARKET,5043 S NORMANDIE AVE,LOS ANGELES
58,,,,,,,,,,,ABC MARKET,4746 ELIZABETH ST,CUDAHY
59,,,,,,,,,,,MY GOODS MARKET #5615,400 W ARBOR VITAE ST,INGLEWOOD
60,Pistachio Kitchen,,120,4,$$,"Vietnamese, Chinese, Asian Fusion",34.0623063,-118.1140645,2JA-aeDsi2Sfd-6-81NP3Q,,PISTACHIO KITCHEN,580 E GARVEY AVE,MONTEREY PARK
61,,,,,,,,,,,CRENSHAW OIL,3227 W 54TH ST,LOS ANGELES
62,Jack in the Box,,20,2,$,"Burgers, Fast Food, Tacos",33.96727677,-118.1166396,Ugi7F7afr8uefy73i0Ed1A,,JACK IN THE BOX,8140 TELEGRAPH RD,DOWNEY
63,Starbucks,,41,3.5,$,Coffee & Tea,34.051438,-118.255335,NhNRRy5cILhBvW7h_tgHUg,,STARBUCKS COFFEE #5291,444 S FLOWER ST STE #170,LOS ANGELES
64,Burger King,,62,1.5,$,"Burgers, Fast Food",34.2982496,-118.43804,B0Up7SIHXbEarqNfiLolcg,,BURGER KING,2008 GLENOAKS BLVD,SAN FERNANDO
65,The Salvation Army,,3,5,,Community Service/Non-Profit,34.18696,-118.45814,LFgeNdR7KPDqs233tXr6Cw,,THE SALVATION ARMY,14917 VICTORY BLVD,VAN NUYS
66,am/pm,,25,1.5,,Convenience Stores,34.1646465,-118.3961738,MrnQk-ft5AOl3F7juZCWSg,,ARCO AM/PM MINI MARKET,5158 LAUREL CANYON BLVD,VALLEY VILLAGE
67,,,,,,,,,,,WEINERSCHNITZEL,4714 W SLAUSON AVE,LOS ANGELES
68,The Hollywood Bowl Stand,,3,3.5,,"Food Stands, Venues & Event Spaces",34.11151,-118.33656,GSF9Ln-9CaN0dp_dzW9y6g,,SODEXO @ THE HOLLYWOOD BOWL - HOLLYWOOD BOWL MAIN KITCHEN,2301 N HIGHLAND AVE,LOS ANGELES
69,,,,,,,,,,,PROOF SUNDRY,2388 GLENDALE BLVD # A,LOS ANGELES
70,Blaze Pizza,,409,3.5,$$,"Pizza, Salad, Fast Food",33.9020249,-118.3716793,wemCjYuf3u8-Fewx_g70Ng,,BLAZE PIZZA  #1118,5221 W ROSECRANS AVE,HAWTHORNE
71,Cheviot Chevron,,10,2,,Gas Stations,34.03276,-118.39047,tVUO_qzs16iHby3cFGwaQQ,,CHEVIOT CHEVRON,3029 S ROBERTSON BLVD,LOS ANGELES
72,,,,,,,,,,,FORUM CLUB BAR 1 - 2ND FLOOR,3900 W MANCHESTER BLVD,INGLEWOOD
73,Wingstop,,101,2,$$,Chicken Wings,34.077526,-118.039781,M8zzqqMjvV8mD_bEzkfuog,,WINGSTOP #1169,10619 VALLEY BLVD # F,EL MONTE
74,Carl's Jr,,27,2.5,$,"Fast Food, Burgers",33.98236111,-118.247999,MNA7YfdMLjLJI5jEGOgZ1g,,CARL'S JR #440,1439 E GAGE AVE,LOS ANGELES
75,,,,,,,,,1tglJ2fl77WuvFXI1toNdw,,GROG SHOP #2,10211 COLIMA RD,WHITTIER
76,The Coffee Bean & Tea Leaf,,98,3.5,$,Coffee & Tea,34.04285,-118.376162,#NAME?,,THE COFFEE BEAN & TEA LEAF,1845 S LA CIENEGA BLVD # B,LOS ANGELES
77,The Blue Moon Lounge,,89,4,$,"Lounges, Sports Bars, Pool Halls",34.2029817,-118.2268659,HRxD9kAvv5y3eoo2ABCArg,,BLUE MOON LOUNGE,3509 N VERDUGO RD,GLENDALE
78,Baskin-Robbins,,42,3.5,$,"Ice Cream & Frozen Yogurt, Custom Cakes, Desserts",34.2573949,-118.5791325,vEbvIcAEF25SNBXuZztyAg,,BASKIN ROBBINS 31 FLAVORS ICE CREAM,20445 DEVONSHIRE ST,CHATSWORTH
79,,,,,,,,,,,7-STAR COFFEE #3,650 S HILL ST STE S-1,LOS ANGELES
80,,,,,,,,,,,HOME GOODS # 443,935 FOOTHILL BLVD,LA CANADA FLINTRIDGE
81,,,,,,,,,,,TRIPLE TREES,11010 LOWER AZUSA RD,EL MONTE
82,Big Saver Foods,,30,2.5,$$,Grocery,33.97896889,-118.0901227,r0RWkGSjzllccwkFlQVOeA,,BIG SAVER FOODS #14 BAKERY,9406 E WASHINGTON BLVD,PICO RIVERA
83,Wienerschnitzel,,53,3,$,"Fast Food, Hot Dogs, Sandwiches",34.20134056,-118.5894324,QE4ttw5U8rVH77x3-PDNBA,,WIENERSCHNITZEL,20925 SHERMAN WAY,CANOGA PARK
84,Zacatecas Bar,,3,3,$$$$,Sports Bars,33.982227,-118.278008,6Ad8gZqeaA93FVmG05Pjcg,,ZACATECAS BAR,6300 S BROADWAY,LOS ANGELES
85,Artos Pizza,,120,4.5,$,Pizza,34.14243,-118.23526,dPWlINwQNg2AuF5GwF7jeg,,ARTO'S PIZZA,1360 E COLORADO ST # A,GLENDALE
86,,,,,,,,,,,PIPELINE PIZZA EXPRESS,111 RAGING WATERS DR,SAN DIMAS
87,Club fenix,,1,5,,Juice Bars & Smoothies,34.276055,-118.396719,oWXxAxw3oAAK_HbneDyJdw,,CLUB DE SALUD,11942 FOOTHILL BLVD,LAKE VIEW TERRACE
88,Numero Uno Market,,42,2.5,$,Grocery,34.06174029,-118.0521577,F8Hrp44q1iTnXyhRLeO99w,,BUY LOW MARKET,9900 E GARVEY AVE,SOUTH EL MONTE
89,Mitsuwa Marketplace,,318,3.5,$$,"International Grocery, Sushi Bars, Japanese",34.10281,-118.10682,PqwNHJcAu-Io6XQ5Vhs1vw,,MITSUWA MARKETPLACE,515 W LAS TUNAS DR,SAN GABRIEL
90,,,,,,,,,,,ROSECRANS PETROLEUM,14221 FIGUEROA ST,LOS ANGELES
91,,,,,,,,,,,SEAN'S LIQUOR,1683 W 11TH ST,LOS ANGELES
92,One Life Natural Foods,,75,3.5,$$$,Health Markets,33.9985179,-118.4798902,ANdx3t5Hgj7mMDKaYpZjww,,ONE LIFE NATURAL FOODS,3001 MAIN ST,SANTA MONICA
93,,,,,,,,,,,DAISY'S 99 CENT STORES,547 S EUCLID AVE,LOS ANGELES
94,Logra Tu Meta,,2,5,$,Vitamins & Supplements,34.0753479,-118.0383606,mHEhCjHs1vtpS_ZDdRKkJQ,,LOGRA TU META,3617 MONTEREY AVE,EL MONTE
95,,,,,,,,,,,DIANA'S MARKET,3807 E CESAR E CHAVEZ AVE,LOS ANGELES
96,Food 4 Less,,24,2.5,$,Grocery,33.97622,-118.22958,z_EFbAgpq5pLanjcys-lrQ,,FOOD 4 LESS #321 - (DELI),6920 SANTA FE AVE,HUNTINGTON PARK
97,Agoura Mexican Cafe,,61,3.5,$,"Mexican, Salad, Seafood",34.15734233,-118.7570404,ZyqXLvzCNn9CPllqO7HnaQ,,AGOURA MEXICA CAFE,5905 KANAN RD,AGOURA HILLS
98,Big Lots - Diamond Bar,,17,3.5,$,Department Stores,34.0026207,-117.8107834,TvYojsLWk3_ttBeljHCZ4g,,BIG LOTS #4284,1139 S DIAMOND BAR BLVD,DIAMOND BAR
99,,,,,,,,,,,SUPER MERCADO SAN CARLOS,2801 N MAIN ST,LOS ANGELES
100,Hall's Krispy Krunchy Chicken,,39,4.5,$,Food Court,33.98848019,-118.3049562,s7eH-HbbKLYHsuUA9C-Lbw,,KRISPY KRUNCHY CHICKEN #4605,1600 W SLAUSON AVE # I31,LOS ANGELES
101,Panda Express,,31,3,$,"Chinese, Fast Food",34.036341,-118.084554,SSX53snYnx-VdMeXIQeTAQ,,PANDA EXPRESS #351,1632 MONTEBELLO TOWN CTR,MONTEBELLO
102,Walmart,,85,2.5,$,"Grocery, Department Stores",33.924452,-118.12862,ALHjaZQMaoa72GemqrBO2w,,WALMART #4132,9001 APOLLO WAY,DOWNEY
103,Carl's Jr,,71,2,$,"Fast Food, Burgers",34.1859864,-118.6425374,W7pD8xsyDyjhyG3WvZZGiA,,CARL'S JR,6310 PLATT AVE,WOODLAND HILLS
104,,,,,,,,,,,TOP PRODUCE MARKET,7444 1/2 VAN NUYS BLVD,VAN NUYS
105,Sweeties Bakery,,121,4,$,Bakeries,33.89441,-118.3005849,vtTbIWuGozJojLpUGg1c3Q,,SWEETIE'S BAKERY,15109 S NORMANDIE AVE,GARDENA
106,Vietnam House,,542,3.5,$,Vietnamese,34.101785,-118.110538,mlEUSRm6gzzuSyQW0MEcRQ,,VIETNAM HOUSE RESTAURANT,710 W LAS TUNAS DR STE C5-7,SAN GABRIEL
107,The Oaks Club at Valencia,,61,4,,"Golf, Venues & Event Spaces",34.402728,-118.583019,x1ceztN01yTnzSoTnXzO4w,,T P C AT VALENCIA SNACK SHOP,26550 HERITAGE VIEW LN,STEVENSON RANCH
108,Edible Arrangements,,61,3,$$,"Chocolatiers & Shops, Gift Shops, Florists",34.0575309,-118.4432819,P_GE9MT2QSfwIo6vi3SgJA,,EDIBLE ARRANGEMENTS,1265 WESTWOOD BLVD,LOS ANGELES
109,7-Eleven,,9,2,$,"Convenience Stores, Coffee & Tea",33.98858934,-118.3381243,47TKxqOD52PjWk5u3cjsXQ,,7-ELEVEN #39672,3708 W SLAUSON AVE,LOS ANGELES
110,,,,,,,,,,,98 CENT DISCOUT STORE & MKT,2871 E GAGE AVE,HUNTINGTON PARK
111,Sweet Factory,,5,3,$,Candy Stores,34.03704318,-118.0848339,DdpBzgI0ir7g2A8U1n1bZA,,SWEET FACTORY #456,2134 MONTEBELLO TOWN CENTER UNIT A-9,MONTEBELLO
112,,,,,,,,,,,DOLLAR TREE,305 E FOOTHILL BLVD,POMONA
113,California Natural Center,,1,1,,Health Markets,33.966808,-118.2039427,SoF40O8l0TaE4NTdaVF01Q,,CALIFORNIA NATURAL CENTER,3508 GRAND AVE,HUNTINGTON PARK
114,,,,,,,,,,,LUCKY 99 CENTS & UP STORE,3828 CITY TERRACE DR,LOS ANGELES
115,Eastside Ice,,6,5,$,Shaved Ice,34.02400642,-118.1707239,snChlIg0N-4FiTrGfKfA1g,,EAST LOS ANGELES ICE COMPANY,760 S FORD BLVD,LOS ANGELES
116,Baskin-Robbins,,20,2.5,$,"Ice Cream & Frozen Yogurt, Desserts, Custom Cakes",34.26004987,-118.3236699,LZbAl2hzgLF4QGjWpLcqzQ,,BASKIN-ROBBINS,8700 FOOTHILL BLVD,SUNLAND
117,Residuals Tavern,,76,4.5,$,"Sports Bars, Karaoke, Dive Bars",34.14058,-118.37149,3oNkCx4O6C_zosagaQDGvQ,,RESIDUALS TAVERN,11042 S VENTURA BLVD,STUDIO CITY
118,,,,,,,,,,,BAR,333 S BOYLSTON ST,LOS ANGELES
119,Vons,,186,2,$$,Grocery,33.999198,-118.42888,wIHPsgj_c8-5EHKC5V4LQg,,VONS #2270,4030 S CENTINELA AVE,LOS ANGELES
120,,,,,,,,,,,CHOP' D,12754 LA MIRADA BLVD,LA MIRADA
121,,,,,,,,,,,UNOCAL,1944 PICO BLVD,SANTA MONICA
122,Barbeques Galore,,38,3,$$,"Appliances, Grilling Equipment, Tableware",33.86484,-118.35306,L5pgFBZUJ8T0G27IumRrMw,,BARBEQUES GALORE #10122,18225 HAWTHORNE BLVD,TORRANCE
123,7-Eleven,,10,2.5,$,"Convenience Stores, Coffee & Tea",33.93132335,-118.3006887,d-aPoHdzj_OyZV58H63hkA,,7-ELEVEN #37042A,11255 S NORMANDIE AVE,LOS ANGELES
124,,,,,,,,,,,MARIANA'S NUTS,14650 PARTHENIA ST,PANORAMA CITY
125,,,,,,,,,,,EL RINCONCITO WATER MARKET,1603 E 99TH ST,LOS ANGELES
126,,,,,,,,,,,CERRITOS CHEVRON,13356 E SOUTH ST,CERRITOS
127,See's Candies,,46,4.5,$$,"Candy Stores, Gift Shops, Chocolatiers & Shops",34.134789,-118.050795,jdK2nDMW9-aWslvp9Bmbxw,,SEE'S CANDIES #86,400 S BALDWIN AVE #2H15,ARCADIA
128,Thai Original BBQ & Restaurant,,205,3,$,"Thai, Barbeque",34.22755741,-118.5356544,HfvCGWsr8fjmNolEG8GseA,,THAI ORIGINAL BBQ RESTAURANT,8650 RESEDA BLVD LOT 2 & 3,NORTHRIDGE
129,Starbucks,,21,2.5,$,Coffee & Tea,34.084018,-118.3859672,zQR1Gamh_88zxEBEFF1-yg,,STARBUCKS COFFEE #5232,8951 SANTA MONICA BLVD,WEST HOLLYWOOD
130,Taco Bell,,28,2.5,$,"Mexican, Fast Food",34.579058,-118.12949,L6vh1ws51YY6bBK_Q3ljgA,,TACO BELL #22820,102 W PALMDALE BLVD,PALMDALE
131,Sunland Produce,,153,4,$,"Grocery, Beer, Wine & Spirits, Butcher",34.229989,-118.365591,ugdHH_ZujbAyePZbQurpvA,,SUNLAND PRODUCE,8840 GLENOAKS BLVD,SUN VALLEY
132,AutoBahn Fuels,,12,3.5,$,"Gas Stations, Convenience Stores",34.12815197,-118.3471383,RQ_yiJfYVd9_UB_yqh0MDg,,AUTOBAHN FUELS INC.,3167 CAHUENGA BLVD W,LOS ANGELES
133,Subway,,10,3,$,Sandwiches,33.88718985,-118.2503468,Q5uWXaMt0xaDDedElTLV6Q,,SUBWAY #42694,909 S CENTRAL AVE,COMPTON
134,Kreate Pizza,,161,4,$,Pizza,34.1651307,-118.2809019,jMucXIKYFglMHS8Fud_JzQ,,KREATE PIZZA,1135 W GLENOAKS BLVD,GLENDALE
135,Chikara Mochi,,153,4.5,$,"Bakeries, Desserts",33.88465,-118.3087,DuKeEDWDeuazzb2v90ER0w,,CHIKARA MOCHI,16108 S WESTERN AVE,GARDENA
136,HK Market,,173,3.5,$$,Grocery,34.15849184,-118.2647008,RW7Ss6RY8NumhZ1QQegcyw,,HK SUPERMARKET,831 N PACIFIC AVE,GLENDALE
137,Carl's Jr,,18,2.5,$,"Fast Food, Burgers",33.94510911,-118.3287709,5TzAI-bznZwY2CFBCHQe5w,,CARL'S JR. 532,3300 W CENTURY BLVD,INGLEWOOD
138,Target,,515,3,$$,"Department Stores, Furniture Stores, Electronics",34.048832,-118.26101,_qXfYvA5K-OY3xwaYAXD6Q,,TARGET,735 S FIGUEROA ST,LOS ANGELES
139,眞 Jin Cook - Authentic Korean Soul Food,,162,4.5,$$,Korean,34.15036417,-118.2546023,C5s9a_prs6TbH510Bt_sqQ,,JIN COOK,310 N BRAND BLVD,GLENDALE
140,Fraternal Order of Eagles,,2,4.5,,Community Service/Non-Profit,33.99399615,-118.4402932,-41vxWNJKTKekFm8k9J4fQ,,FRATERNAL ORDER OF EAGLES,13018 W WASHINGTON BLVD,LOS ANGELES
141,Station Pharmacy,,7,3,$$,Drugstores,34.02999826,-118.4841669,0_rS3mTXcsw9yhm3pMMZhQ,,STATION PHARMACY,1820 WILSHIRE BLVD,SANTA MONICA
142,,,,,,,,,,,PANADERIA LA SEVILLANA,11120 S PRAIRIE AVE,INGLEWOOD
143,Woodland Hills Market,,176,3,$$,"Grocery, Bakeries, Persian/Iranian",34.171554,-118.568107,GBAIBJ6O9GKg7Yczxc_n2g,,WOODLAND HILLS GROCERY MARKE,19964 VENTURA BLVD,WOODLAND HILLS
144,,,,,,,,,,,SIMBAL,319 E 2ND ST STE 202,LOS ANGELES
145,Burgers N Brews,,336,4,$$,"Burgers, Chicken Wings, Sports Bars",34.00344209,-118.471241,ca1XlubgNBA1lB0u-Fjmjw,,BURGERS N BREWS,3021 LINCOLN BLVD,SANTA MONICA
146,Chung Hae Jin,,65,3,$$,"Korean, Seafood",34.06309128,-118.2975388,GGxc-5ZtAc_QZLRjQ-E9Lw,,CHUNG HAE JIN SEAFOOD REST,3470 W 6TH ST STE 8A,LOS ANGELES
147,Vermont Donuts,,2,3.5,$$,Donuts,33.93075335,-118.2919561,uWSb5ZBuT7BkWrpastyDNQ,,VERMONT DONUT,11405 S VERMONT AVE,LOS ANGELES
148,7-Eleven,,4,2.5,$,"Convenience Stores, Coffee & Tea",33.96927992,-118.0970407,aZ9VZamZdGnnpR7dHBhrPw,,7-ELEVEN #14020G,9349 E SLAUSON AVE,PICO RIVERA
149,My Bakery,,332,3,$,Bakeries,34.29726346,-118.4388014,NeztJgOFWjjSiNV654m5nA,,MY BAKERY,2020 GLENOAKS BLVD,SAN FERNANDO
150,Starbucks,,204,3,$,Coffee & Tea,34.182519,-118.310729,tdppywyJimIngHMZ5p6KcQ,,STARBUCKS COFFEE #607,300 N SAN FERNANDO BLVD,BURBANK
151,,,,,,,,,,,ALICIA'S COSMETICS,4433 S ALAMEDA ST #E3B,LOS ANGELES
152,,,,,,,,,,,POTENTIA  FUEL,11756 SOUTH ST,ARTESIA
153,Pratunum Super Market,,12,4,$,Grocery,34.22084,-118.41404,urHdT2p8SaxOqOO_3gbYZg,,PRATUNUM MARKET,8236 COLDWATER CANYON AVE,NORTH HOLLYWOOD
