,name,address,review_count,rating,price,categories,latitude_yelp,longitude_yelp,yelp_id,hours,program_name,facility_address,facility_city
80,Productos El Sinaloense,,7,3.5,$,Bakeries,33.96605,-118.2227,OZsxKVKp97qroW3Y3VR7Bw,,PRODUCTOS EL SINALOENSE,7915 SEVILLE AVE,HUNTINGTON PARK
81,Carambas,,78,4,$,"Desserts, Juice Bars & Smoothies, Mexican",33.99998758,-118.0834143,7vH1xxQrurDFbASneCu8Bg,,CARAMBAS,9056 E WHITTIER BLVD,PICO RIVERA
82,,,,,,,,,,,RESTAURANTE EL CAFETAL #6,8205 WOODMAN AVE 107,PANORAMA CITY
83,,,,,,,,,,,"WHOLEFOODS, WINE TASTING",225 LINCOLN BLVD,VENICE
84,Subway,,6,3,$,Sandwiches,34.60325,-118.15369,uYuvpaILvu4DKIp5B9KYvA,,SUBWAY 10215,1301 W RANCHO VISTA BLVD # J,PALMDALE
85,Café 5901,,35,4,$,"Coffee & Tea, Breakfast & Brunch, Sandwiches",34.05789,-118.3602,bo4WCoTbRspdKArl8mTWbg,,CAFE 5901,5901 W OLYMPIC BLVD,LOS ANGELES
86,LA Superior Ranch Market,,2,5,$,Grocery,33.9767456,-118.2304249,YgP5HLG4WgeqG3zeV12Sxg,,SUPERIOR RANCH MARKET,6903 SANTA FE AVE,HUNTINGTON PARK
87,Zen Buffet,,23,2,,"Japanese, Buffets, Chinese",34.140417,-118.020243,_IWB1TmZYw6cPDcRula9ig,,ZEN BUFFET,945 W HUNTINGTON DR,MONROVIA
88,Consumers Liquor,,18,3,$$,"Beer, Wine & Spirits",34.09833,-118.34574,0A0Lo7w-ZHCZJOrnR44PhA,,CONSUMERS LIQUOR,7151 W SUNSET BLVD,LOS ANGELES
89,The Bee's Knees Protein Bar,,21,4.5,$$,Juice Bars & Smoothies,34.017421,-118.407091,O0A3XHjQTl45w1vHexAwuw,,THE BEE'S KNEES PROTEIN BAR,3827 OVERLAND AVE,CULVER CITY
90,,,,,,,,,,,J- SWEET,3760 CENTINELA AVE,LOS ANGELES
91,The Flame Broiler,,84,3,$,"Fast Food, Chicken Shop, Health Markets",34.1155441,-117.8728639,4gX_Ow8aNB1e3YRROhkGfQ,,THE FLAME BROILER,1311 S GRAND AVE # 140,GLENDORA
92,,,,,,,,,,,DLS EVENTS - ROTUNDA BAR,6215 SUNSET BLVD,LOS ANGELES
93,Guido's Pizza & Pasta,,237,4,$,"Pizza, Italian, Chicken Wings",34.194719,-118.501552,D4PtEIZtK5Q8whnkU5C6cg,,GUIDO'S PIZZA & PASTA,6817 BALBOA BLVD STE D,VAN NUYS
94,99 Cent Depot,,40,3,$,Department Stores,33.99545236,-118.3935291,xFIhQkw-IndeM0gkDW1tCw,,99 CENTS DEPOT,5711 SAWTELLE BLVD,CULVER CITY
95,Big Lots,,22,3,$,"Department Stores, Discount Store",33.81177164,-118.2914599,KDEg2l6J8rE3AVLVYOUBRg,,BIG/LOTS #4328,955 W SEPULVEDA BLVD,TORRANCE
96,Yoshinoya - El Monte,,104,2,$,Japanese,34.070794,-118.0244759,eHWdOAX9m5Foc8DmecCc2g,,YOSHINOYA BEEF BOWL RESTAURA,3538 N PECK RD,EL MONTE
97,Crepes Sans Frontieres,,334,4.5,$$,"French, Creperies, Wine Bars",34.04673471,-118.2511899,kXJJK3hOR492J3E688V3oA,,CREPES SANS FRONTIERS,541 S SPRING ST #127,LOS ANGELES
98,Zapien's Salsa Grill,,355,3.5,$$,Mexican,33.9843857,-118.0958837,CVn1JCWUH77lbW6Y5AHyqg,,ZAPIEN'S SALSA GRILL,6702 S ROSEMEAD BLVD,PICO RIVERA
99,Milkfarm,,237,4.5,$$,"Cheese Shops, Beer, Wine & Spirits, Sandwiches",34.1388953,-118.2123078,1LbJWoOv1ksn_12U3wlZ1A,,MILKFARM,2106 COLORADO BLVD,LOS ANGELES
100,Big Olaf's Ice Cream,,243,3.5,$,Ice Cream & Frozen Yogurt,33.34474236,-118.3266632,a0Lp7xfhTTOBpZPgS56rjw,,BIG OLAF'S,220 CRESCENT AVE,AVALON
101,Samis VIII Market & Liquor,,26,4.5,$$,"Beer, Wine & Spirits",33.9023351,-118.0282257,lTqET0pNrl4lFoFqFKXh0w,,SAMIS 8 MARKET & LIQUOR,14224 ROSECRANS AVE,LA MIRADA
102,,,,,,,,,,,RESTAURANT,4503 N FIGUEROA ST,LOS ANGELES
103,99 Cents Only Stores,,26,2.5,$,"Discount Store, Party Supplies",33.890012,-118.300465,A-cicLKAQbE1evK29j56IA,,99 CENTS ONLY STORE #199,15505 S NORMANDIE AVE,GARDENA
104,Cri Help Bingo Hall,,11,4,,Bingo Halls,34.222087,-118.387077,JzIc8CwVmYDM8FJMSj_8ZQ,,CRI-HELP,8330 LANKERSHIM BLVD,NORTH HOLLYWOOD
105,King Taco,,444,3,$,Mexican,34.08563614,-117.9618912,b0DzInGMyIE4YXl2vjo1Xw,,KING TACO #18,14318 RAMONA BLVD,BALDWIN PARK
106,Super A Foods,,32,3,$$,Grocery,33.96179,-118.20432,r3fp9sNkNujQbFoNzf3BGQ,,SUPER A FOODS-MEAT DEPT,8116 CALIFORNIA AVE,SOUTH GATE
107,Dales Jr Liquor and Market,,3,3.5,$$,"Beer, Wine & Spirits",34.22863,-118.46581,tzhc3MbOWFKfJgNsiLojng,,DALES JR LIQUOR,15313 PARTHENIA ST,NORTH HILLS
108,Macy's,,134,2.5,$$,"Department Stores, Men's Clothing, Women's Clothing",34.4155611,-118.5590334,VahuO1jMl_qmUnWCTOylPw,,MACY'S DEPARTMENT STORES,26450 MCBEAN PKWY,VALENCIA
109,Pizza Hut,,72,2,$,"Pizza, Italian, Chicken Wings",33.9454,-118.2132,fSkBMFeY8q-uzC26ulgmvw,,PIZZA HUT #024904,3255 TWEEDY BLVD,SOUTH GATE
110,,,,,,,,,,,ANS LIQUOR,1196 LORENA ST,LOS ANGELES
111,Jo's Liquor,,14,3.5,$$,"Beer, Wine & Spirits",34.0388035,-118.2638953,wyokEgtjGxijDElw-XaCvw,,JO'S LIQUOR,333 W PICO BLVD,LOS ANGELES
112,Poke Bar,,314,4,$$,"Hawaiian, Japanese, Poke",34.06025363,-118.4453864,4eE9a5Dne3HF_HBAxBiKUQ,,POKE BAR,1135 WESTWOOD BLVD,LOS ANGELES
113,,,,,,,,,,,KOOL ICE COMPANY,911 N ALAMEDA ST,COMPTON
114,,,,,,,,,,,FRANKS LIQUOR & MARKET,10559 SANTA MONICA BLVD,LOS ANGELES
115,Blaze Pizza,,530,3.5,$,"Pizza, Salad, Fast Food",34.07362085,-118.3608737,lREU1l5sUOcXE00LmDa5HA,,BLAZE PIZZA RESTAURANT,110 S FAIRFAX AVE A14,LOS ANGELES
116,Erewhon Market,,300,4,$$$,"Organic Stores, Juice Bars & Smoothies, Grocery",33.989826,-118.462249,wyYWUm2SxW2epQTc7ntHmw,,EREWHON MARKET PRODUCE,585 VENICE BLVD,VENICE
117,Big 5 Sporting Goods,,55,3.5,$$,Sporting Goods,34.19767,-118.60548,cN5d3p5E8ULVeErlcvLOLA,,BIG 5 SPORTING GOODS #13,7000 TOPANGA CANYON BLVD,CANOGA PARK
118,Best Donuts,,35,4,$,Donuts,33.8166179,-118.3083833,QpTsEJbIQZu9rdu5Aesyhw,,THE BEST DONUTS,1660 W SEPULVEDA BLVD,HARBOR CITY
119,Jersey Mike's Subs,,51,2.5,$$,"Fast Food, Delis, Sandwiches",34.415161,-118.470014,ocK-Iap5u4pWOCSI2MuZNQ,,JERSEY MIKES SUBS,19138 SOLEDAD CANYON RD,SANTA CLARITA
120,Subway,,25,2.5,$,Sandwiches,33.97895106,-118.3730964,PD6Bsijpel-Tbx7IKzqcUA,,SUBWAY #12484,5339 W CENTINELA AVE STE #A,LOS ANGELES
121,,,,,,,,,,,PIER BAKERY,122 N INTERNATIONAL BDWK,REDONDO BEACH
122,Alberto's Mexican Food,,66,3,$,Mexican,34.11842038,-117.778236,EiC1PQskbseSUSHdl1_i-w,,ALBERTO'S MEXICAN FOOD,1351 FOOTHILL BLVD,LA VERNE
123,,,,,,,,,,,LA GUADALUPANA MINI MARKET,3800 S AVALON BLVD,LOS ANGELES
124,Ekono 99,,8,2.5,$,Grocery,33.908399,-118.206349,vmAStkEjBe5rxRS8tm61Cg,,EKONO 99,1940 N BULLIS RD # A,COMPTON
125,Jack in the Box,,32,2.5,$,"Burgers, Fast Food, Tacos",34.09882345,-117.8722836,lBpWhasdxRIBSvfAQwpwGg,,JACK IN THE BOX #320,1052 N GRAND AVE,COVINA
126,,,,,,,,,,,CAFE YOSHIM,15233 CRENSHAW BLVD,GARDENA
127,Silver Star Liquor,,7,4.5,$,"Beer, Wine & Spirits",34.15514,-118.78857,klZHFR-XPaOXhlp1klRR2g,,SILVER STAR LIQUOR,30651 E THOUSAND OAKS BLVD STE A,AGOURA HILLS
128,Los Robles Grill & Sports Lounge,,11,2.5,$,Lounges,33.903546,-118.353069,rJsN6Gq4GMoh4CncOUz_Lw,,LOS ROBLES GRILL AND BAR,14101 HAWTHORNE BLVD,HAWTHORNE
129,,,,,,,,,,,MAX MUSCLE,8529 SANTA MONICA BLVD,WEST HOLLYWOOD
130,,,,,,,,,,,LADERA SR D COMMUNITY CENTER,4750 W 62ND ST,LOS ANGELES
131,Hyperion Public - Studio City,,442,4,$$,"Gastropubs, Breakfast & Brunch, Venues & Event Spaces",34.14556102,-118.4161009,Gat2unEweWOPRbQWPPELYQ,,HYPERION PUBLIC,12969 VENTURA BLVD,STUDIO CITY
132,Chinese Taste Fast Food,,74,3.5,$,Chinese,33.9234934,-118.0218757,sxKgcFdW6Zpbx8zFSPK1Qg,,CHINESE TASTE,14543 TELEGRAPH RD,LA MIRADA
133,Boule de Pain by Edie's Pastries,,359,4,$$,"Bakeries, Breakfast & Brunch, Farmers Market",34.20185,-118.60549,VkEfHM7o2cC0AX0f0h-hbg,,PASTRIES BY EDIE,7226 TOPANGA CANYON BLVD,CANOGA PARK
134,McDonald's,,192,2,$,"Fast Food, Burgers, Coffee & Tea",33.837896,-118.367447,BLiR0lstR9QbAc8f29VC3g,,MCDONALD'S #5577,5019 TORRANCE BLVD,TORRANCE
135,Van's Liquor,,5,2.5,$$,"Beer, Wine & Spirits",33.99722378,-118.4352115,OkHwZMNHS9sB0B-MpOEcbg,,VAN'S MARKET,12707 WASHINGTON PL,LOS ANGELES
136,Tiki No,,599,4,$$,"Cocktail Bars, Karaoke, Tiki Bars",34.15546444,-118.3691834,YxHYLaFB4T50qVf7KnRU5Q,,TIKI NO,4657 LANKERSHIM BLVD,NORTH HOLLYWOOD
137,Jasmine Kitchen,,95,3.5,$,"Chinese, Asian Fusion",34.1871125,-118.317015,SfXJxaox2xfykOWbKxrOig,,JASMIN KITCHEN,928 SAN FERNANDO BLVD UNIT D,BURBANK
138,,,,,,,,,,,YUMMY FOODS,6020 SEABLUFF DR STE 7,PLAYA VISTA
139,,,,,,,,,,,WESTERN OIL,3309 W OLYMPIC BLVD,LOS ANGELES
140,Embassy Suites by Hilton Los Angeles Downey,,246,3,$$,Hotels,33.9398167,-118.1302022,j-tXHNPBHkMNcZ4Hd7JHlg,,EMBASSY SUITES-DOWNEY,8425 FIRESTONE BLVD,DOWNEY
141,Ed Famous Liquor Market,,4,1.5,,"Beer, Wine & Spirits",34.0831985,-118.031868,dqlzxmiF6gPtQvvnw63M2g,,FAMOUS ED'S LIQUOR MARKET,4203 TYLER AVE,EL MONTE
142,,,,,,,,,,,CITY SNACKS,500 W TEMPLE ST FL 2ND,LOS ANGELES
143,Kwik Stop Liquor No 3,,1,5,,"Beer, Wine & Spirits",34.60139847,-118.1217194,_4BbqXf2vM9-RXkAjJypxw,,KWIK STOP LIQUORS NO 3,39553 N SIERRA HWY,PALMDALE
144,Yupdduk Olympic,,385,3.5,$$,Korean,34.05239,-118.30447,OfuhjR6aLK51FH0QMSsC0w,,YUPDDUK,3132 W OLYMPIC BLVD,LOS ANGELES
145,Fosters Freeze,,97,4.5,$,"Ice Cream & Frozen Yogurt, Burgers, American (Traditional)",34.1358851,-117.8709217,puydzw64wxKBJ1XOv_uDwA,,FOSTERS FREEZE #105,418 W FOOTHILL BLVD,GLENDORA
146,Domino's Pizza,,33,2,$,"Pizza, Chicken Wings, Sandwiches",34.13959,-118.20562,P-EVR42Vv2SVZ2QPbovpxw,,DOMINO'S PIZZA #7743,1759 W COLORADO BLVD,LOS ANGELES
147,Boba Fresca,,20,4,$,"Bubble Tea, Juice Bars & Smoothies",33.79108333,-118.267809,heBxuLCjUo6GLxOos5Z5-A,,THE BOBA SHOPPE/BOBA FRESCA,435 W PACIFIC COAST HWY,WILMINGTON
